"Kod";"Nazwa";"ogółem;ogółem;2023;[osoba]";
3031082;"Złotów (2)";9979;
3061000;"Powiat m. Kalisz";93137;
3061011;"Kalisz (1)";93137;
3062000;"Powiat m. Konin";67066;
3062011;"Konin (1)";67066;
3063000;"Powiat m. Leszno";60051;
3063011;"Leszno (1)";60051;
3064000;"Powiat m. Poznań";538439;
3064011;"Poznań (1)";538439;
3200000;"ZACHODNIOPOMORSKIE";1631784;
3201000;"Powiat białogardzki";44373;
3201011;"Białogard (1)";22418;
3201022;"Białogard (2)";7253;
3201033;"Karlino (3)";8492;
3201034;"Karlino - miasto (4)";5477;
3201035;"Karlino - obszar wiejski (5)";3015;
3201043;"Tychowo (3)";6210;
3201044;"Tychowo - miasto (4)";2332;
3201045;"Tychowo - obszar wiejski (5)";3878;
3202000;"Powiat choszczeński";44422;
3202012;"Bierzwnik (2)";4322;
3202023;"Choszczno (3)";20111;
3202024;"Choszczno - miasto (4)";13895;
3202025;"Choszczno - obszar wiejski (5)";6216;
3202033;"Drawno (3)";4606;
3202034;"Drawno - miasto (4)";2156;
3202035;"Drawno - obszar wiejski (5)";2450;
3202042;"Krzęcin (2)";3244;
3202053;"Pełczyce (3)";7177;
3202054;"Pełczyce - miasto (4)";2402;
3202055;"Pełczyce - obszar wiejski (5)";4775;
3202063;"Recz (3)";4962;
3202064;"Recz - miasto (4)";2647;
3202065;"Recz - obszar wiejski (5)";2315;
3203000;"Powiat drawski";53516;
3203013;"Czaplinek (3)";11113;
3203014;"Czaplinek - miasto (4)";6663;
3203015;"Czaplinek - obszar wiejski (5)";4450;
3203023;"Drawsko Pomorskie (3)";16321;
3203024;"Drawsko Pomorskie - miasto (4)";11224;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";5097;
3203033;"Kalisz Pomorski (3)";6839;
3203034;"Kalisz Pomorski - miasto (4)";4039;
3203035;"Kalisz Pomorski - obszar wiejski (5)";2800;
3203052;"Wierzchowo (2)";4025;
3203063;"Złocieniec (3)";15218;
3203064;"Złocieniec - miasto (4)";12046;
3203065;"Złocieniec - obszar wiejski (5)";3172;
3204000;"Powiat goleniowski";81363;
3204023;"Goleniów (3)";36986;
3204024;"Goleniów - miasto (4)";21462;
3204025;"Goleniów - obszar wiejski (5)";15524;
3204033;"Maszewo (3)";8533;
3204034;"Maszewo - miasto (4)";3303;
3204035;"Maszewo - obszar wiejski (5)";5230;
3204043;"Nowogard (3)";23428;
3204044;"Nowogard - miasto (4)";15695;
3204045;"Nowogard - obszar wiejski (5)";7733;
3204052;"Osina (2)";2897;
3204062;"Przybiernów (2)";4817;
3204073;"Stepnica (3)";4702;
3204074;"Stepnica - miasto (4)";2520;
3204075;"Stepnica - obszar wiejski (5)";2182;
3205000;"Powiat gryficki";56435;
3205012;"Brojce (2)";3494;
3205023;"Gryfice (3)";22726;
3205024;"Gryfice - miasto (4)";15343;
3205025;"Gryfice - obszar wiejski (5)";7383;
3205032;"Karnice (2)";3683;
3205043;"Płoty (3)";8068;
3205044;"Płoty - miasto (4)";3705;
3205045;"Płoty - obszar wiejski (5)";4363;
3205072;"Rewal (2)";3590;
3205083;"Trzebiatów (3)";14874;
3205084;"Trzebiatów - miasto (4)";9314;
3205085;"Trzebiatów - obszar wiejski (5)";5560;
3206000;"Powiat gryfiński";76959;
3206012;"Banie (2)";5763;
3206023;"Cedynia (3)";3933;
3206024;"Cedynia - miasto (4)";1459;
3206025;"Cedynia - obszar wiejski (5)";2474;
3206033;"Chojna (3)";13094;
3206034;"Chojna - miasto (4)";7316;
3206035;"Chojna - obszar wiejski (5)";5778;
3206043;"Gryfino (3)";30102;
3206044;"Gryfino - miasto (4)";19691;
3206045;"Gryfino - obszar wiejski (5)";10411;
3206053;"Mieszkowice (3)";6501;
3206054;"Mieszkowice - miasto (4)";3343;
3206055;"Mieszkowice - obszar wiejski (5)";3158;
3206063;"Moryń (3)";4112;
3206064;"Moryń - miasto (4)";1622;
3206065;"Moryń - obszar wiejski (5)";2490;
3206072;"Stare Czarnowo (2)";3672;
3206083;"Trzcińsko-Zdrój (3)";4802;
3206084;"Trzcińsko-Zdrój - miasto (4)";2114;
3206085;"Trzcińsko-Zdrój - obszar wiejski (5)";2688;
3206092;"Widuchowa (2)";4980;
3207000;"Powiat kamieński";44137;
3207013;"Dziwnów (3)";3561;
3207014;"Dziwnów - miasto (4)";2302;
3207015;"Dziwnów - obszar wiejski (5)";1259;
3207023;"Golczewo (3)";5504;
3207024;"Golczewo - miasto (4)";2504;
3207025;"Golczewo - obszar wiejski (5)";3000;
3207033;"Kamień Pomorski (3)";13431;
3207034;"Kamień Pomorski - miasto (4)";8291;
3207035;"Kamień Pomorski - obszar wiejski (5)";5140;
3207043;"Międzyzdroje (3)";6028;
3207044;"Międzyzdroje - miasto (4)";4893;
3207045;"Międzyzdroje - obszar wiejski (5)";1135;
3207052;"Świerzno (2)";3966;
3207063;"Wolin (3)";11647;
3207064;"Wolin - miasto (4)";4639;
3207065;"Wolin - obszar wiejski (5)";7008;
3208000;"Powiat kołobrzeski";76721;
3208011;"Kołobrzeg (1)";43426;
3208022;"Dygowo (2)";5341;
3208033;"Gościno (3)";5324;
3208034;"Gościno - miasto (4)";2734;
3208035;"Gościno - obszar wiejski (5)";2590;
3208042;"Kołobrzeg (2)";11242;
3208052;"Rymań (2)";3649;
3208062;"Siemyśl (2)";3995;
3208072;"Ustronie Morskie (2)";3744;
3209000;"Powiat koszaliński";64450;
3209012;"Będzino (2)";8550;
3209022;"Biesiekierz (2)";6746;
3209033;"Bobolice (3)";8249;
3209034;"Bobolice - miasto (4)";3723;
3209035;"Bobolice - obszar wiejski (5)";4526;
3209042;"Manowo (2)";5735;
3209053;"Mielno (3)";4630;
3209054;"Mielno - miasto (4)";2737;
3209055;"Mielno - obszar wiejski (5)";1893;
3209063;"Polanów (3)";8004;
3209064;"Polanów - miasto (4)";2824;
3209065;"Polanów - obszar wiejski (5)";5180;
3209073;"Sianów (3)";13972;
3209074;"Sianów - miasto (4)";6564;
3209075;"Sianów - obszar wiejski (5)";7408;
3209082;"Świeszyno (2)";8564;
3210000;"Powiat myśliborski";62224;
3210013;"Barlinek (3)";18300;
3210014;"Barlinek - miasto (4)";12935;
3210015;"Barlinek - obszar wiejski (5)";5365;
3210022;"Boleszkowice (2)";2741;
3210033;"Dębno (3)";19339;
3210034;"Dębno - miasto (4)";12885;
3210035;"Dębno - obszar wiejski (5)";6454;
3210043;"Myślibórz (3)";18537;
3210044;"Myślibórz - miasto (4)";10353;
3210045;"Myślibórz - obszar wiejski (5)";8184;
3210052;"Nowogródek Pomorski (2)";3307;
3211000;"Powiat policki";85917;
3211012;"Dobra (Szczecińska) (2)";30056;
3211022;"Kołbaskowo (2)";15321;
3211033;"Nowe Warpno (3)";1518;
3211034;"Nowe Warpno - miasto (4)";1049;
3211035;"Nowe Warpno - obszar wiejski (5)";469;
3211043;"Police (3)";39022;
3211044;"Police - miasto (4)";29627;
3211045;"Police - obszar wiejski (5)";9395;
3212000;"Powiat pyrzycki";36413;
3212012;"Bielice (2)";2917;
3212022;"Kozielice (2)";2357;
3212033;"Lipiany (3)";5465;
3212034;"Lipiany - miasto (4)";3798;
3212035;"Lipiany - obszar wiejski (5)";1667;
3212042;"Przelewice (2)";4480;
3212053;"Pyrzyce (3)";18165;
3212054;"Pyrzyce - miasto (4)";11824;
3212055;"Pyrzyce - obszar wiejski (5)";6341;
3212062;"Warnice (2)";3029;
3213000;"Powiat sławieński";52903;
3213011;"Darłowo (1)";12512;
3213021;"Sławno (1)";11777;
3213032;"Darłowo (2)";7596;
3213042;"Malechowo (2)";5935;
3213052;"Postomino (2)";6785;
3213062;"Sławno (2)";8298;
3214000;"Powiat stargardzki";119090;
3214011;"Stargard (1)";66604;
3214023;"Chociwel (3)";5466;
3214024;"Chociwel - miasto (4)";2989;
3214025;"Chociwel - obszar wiejski (5)";2477;
3214033;"Dobrzany (3)";4509;
3214034;"Dobrzany - miasto (4)";2159;
3214035;"Dobrzany - obszar wiejski (5)";2350;
3214042;"Dolice (2)";7057;
3214053;"Ińsko (3)";3093;
3214054;"Ińsko - miasto (4)";1772;
3214055;"Ińsko - obszar wiejski (5)";1321;
3214062;"Kobylanka (2)";6554;
3214082;"Marianowo (2)";2886;
3214092;"Stara Dąbrowa (2)";3540;
3214102;"Stargard (2)";15317;
3214113;"Suchań (3)";4064;
3214114;"Suchań - miasto (4)";1393;
3214115;"Suchań - obszar wiejski (5)";2671;
3215000;"Powiat szczecinecki";72717;
3215011;"Szczecinek (1)";37557;
3215023;"Barwice (3)";7831;
3215024;"Barwice - miasto (4)";3475;
3215025;"Barwice - obszar wiejski (5)";4356;
3215033;"Biały Bór (3)";4971;
3215034;"Biały Bór - miasto (4)";2142;
3215035;"Biały Bór - obszar wiejski (5)";2829;
3215043;"Borne Sulinowo (3)";9212;
3215044;"Borne Sulinowo - miasto (4)";4843;
3215045;"Borne Sulinowo - obszar wiejski (5)";4369;
3215052;"Grzmiąca (2)";4290;
3215062;"Szczecinek (2)";8856;
3216000;"Powiat świdwiński";43237;
3216011;"Świdwin (1)";14547;
3216022;"Brzeżno (2)";2573;
3216033;"Połczyn-Zdrój (3)";13724;
3216034;"Połczyn-Zdrój - miasto (4)";7243;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";6481;
3216042;"Rąbino (2)";3267;
3216052;"Sławoborze (2)";3802;
3216062;"Świdwin (2)";5324;
3217000;"Powiat wałecki";50003;
3217011;"Wałcz (1)";23578;
3217023;"Człopa (3)";4547;
3217024;"Człopa - miasto (4)";2158;
3217025;"Człopa - obszar wiejski (5)";2389;
3217033;"Mirosławiec (3)";5328;
3217034;"Mirosławiec - miasto (4)";3018;
3217035;"Mirosławiec - obszar wiejski (5)";2310;
3217043;"Tuczno (3)";4461;
3217044;"Tuczno - miasto (4)";1780;
3217045;"Tuczno - obszar wiejski (5)";2681;
3217052;"Wałcz (2)";12089;
3218000;"Powiat łobeski";33394;
3218013;"Dobra (3)";3852;
3218014;"Dobra - miasto (4)";2019;
3218015;"Dobra - obszar wiejski (5)";1833;
3218023;"Łobez (3)";12807;
3218024;"Łobez - miasto (4)";9516;
3218025;"Łobez - obszar wiejski (5)";3291;
3218032;"Radowo Małe (2)";3188;
3218043;"Resko (3)";7227;
3218044;"Resko - miasto (4)";3892;
3218045;"Resko - obszar wiejski (5)";3335;
3218053;"Węgorzyno (3)";6320;
3218054;"Węgorzyno - miasto (4)";2628;
3218055;"Węgorzyno - obszar wiejski (5)";3692;
3261000;"Powiat m. Koszalin";105540;
3261011;"Koszalin (1)";105540;
3262000;"Powiat m. Szczecin";389066;
3262011;"Szczecin (1)";389066;
3263000;"Powiat m. Świnoujście";38904;
3263011;"Świnoujście (1)";38904;
